days_since_explosion,apparent_magnitude,error
1.0,14.318296448533273,0.12511352591471642
1.005445049449939,14.215332365443173,0.12187762893783216
1.0108900988998777,14.290142777887901,0.1254968710519683
1.0163351483498166,14.253185225414015,0.11816548155260385
1.0217801977997556,13.998665346376676,0.10145606123973737
1.0272252472496943,14.328614925037932,0.1339335706014461
1.0326702966996333,14.059683222039595,0.11369525166468908
1.0381153461495722,14.15646470341303,0.13432177675061124
1.043560395599511,14.162882278155436,0.1476014699103933
1.04900544504945,14.068548891224651,0.1220602034452158
1.0544504944993889,14.195935696883394,0.14840713482853163
1.0598955439493276,14.289773184435981,0.1209582524966753
1.0653405933992666,14.073381417224281,0.12404802123600436
1.0707856428492055,14.004291624864582,0.14974230316801757
1.0762306922991443,14.287893310807082,0.1529555946141775
1.0816757417490832,14.171257207437192,0.12520727096647855
1.0871207911990222,14.192777478656755,0.10163909410101285
1.092565840648961,14.170613512078832,0.10457019893051234
1.0980108900988998,14.186912378636212,0.11637448311708029
1.1034559395488388,14.094538359582904,0.09058781547615219
1.1089009889987775,14.092399858232142,0.12858336318265853
1.1143460384487165,13.992984951281802,0.13767829479614754
1.1197910878986554,14.191091902090296,0.10065777001935604
1.1252361373485944,14.025391167440192,0.1565821924655066
1.1306811867985331,14.281430931358,0.09962461587516848
1.136126236248472,14.315014280875337,0.12310179705296576
1.141571285698411,13.898821445747107,0.12565411047764458
1.1470163351483498,14.252027581146972,0.12338955646774429
1.1524613845982887,14.015762189784887,0.1271786253615339
1.1579064340482277,14.24356225922651,0.16438310478373652
1.1633514834981664,14.038413911755287,0.12247592345890838
1.1687965329481054,14.212876358754048,0.1265679673608393
1.1742415823980443,14.274488504197278,0.11995788813195321
1.179686631847983,14.2475364288914,0.1367943362927467
1.185131681297922,14.005134533769471,0.14110509720289116
1.190576730747861,14.196784625157356,0.11630049156023854
1.1960217801977997,14.282327412646163,0.11304862315386348
1.2014668296477387,14.18069878889859,0.14153642134422773
1.2069118790976776,14.148059143125213,0.10029414486314417
1.2123569285476163,14.316719585574129,0.13109816392779136
1.2178019779975553,14.060102264868028,0.13211187024888593
1.2232470274474943,14.081276503183542,0.11277283542731617
1.228692076897433,14.001683537947871,0.12683407278628786
1.234137126347372,14.135724424286698,0.10066136519109224
1.239582175797311,14.251788410164709,0.08301817988704474
1.2450272252472496,14.157093331864752,0.1060344185040401
1.2504722746971886,14.364962018084958,0.1351242058604667
1.2559173241471275,14.28756535462173,0.13587088889513507
1.2613623735970663,14.296497828753422,0.12919465605097305
1.2668074230470052,14.095612443339295,0.11697073363996494
1.2722524724969442,14.111466351575443,0.10959612783872573
1.277697521946883,14.271748749840327,0.1203451081781873
1.2831425713968219,14.175239676565203,0.11745236597124159
1.2885876208467608,14.090856780546765,0.11184500246994933
1.2940326702966995,14.017641249094357,0.10248423152960043
1.2994777197466385,14.038455112196102,0.10796609677490292
1.3049227691965775,14.191466280202848,0.0959017135414341
1.3103678186465162,14.030067577011783,0.1349214263566349
1.3158128680964551,13.972646949135024,0.12359829979251301
1.321257917546394,14.06800532723976,0.1402308482940364
1.3267029669963328,14.053468830207137,0.1287845478812002
1.3321480164462718,13.881545148991245,0.10449450121760089
1.3375930658962107,13.93435394630439,0.16531187200665873
1.3430381153461495,14.354790475389626,0.09219558598088166
1.3484831647960884,13.989408174611537,0.1291838305705216
1.3539282142460274,14.228904522794494,0.11741430002372265
1.3593732636959661,14.10319299900812,0.13965195517337733
1.364818313145905,14.07053210242969,0.11657164972264845
1.370263362595844,14.163705852461405,0.11009171481281099
1.3757084120457828,14.00918183777061,0.15481596106283094
1.3811534614957217,14.045483299799718,0.122446689646176
1.3865985109456607,14.185516808228963,0.15990113921169768
1.3920435603955994,14.004508290563052,0.11762347631111143
1.3974886098455384,14.073343837654111,0.10495861864574324
1.4029336592954773,14.06010790072885,0.13540810172963713
1.408378708745416,14.397450880958436,0.10596635200289185
1.413823758195355,14.01205569265599,0.10230626829263242
1.419268807645294,14.082967708879425,0.1507954624384411
1.4247138570952327,14.186253829699627,0.09525792581090309
1.4301589065451716,13.988546468164676,0.13883503995807694
1.4356039559951106,14.219643415935533,0.11490627889998964
1.4410490054450493,14.306818965255315,0.1413660478137181
1.4464940548949883,13.965595197671417,0.10551036783923498
1.4519391043449272,14.118945335710313,0.1214027910471167
1.457384153794866,14.119865282397544,0.1347648604080873
1.462829203244805,14.023635729059183,0.117607278668488
1.4682742526947439,14.208406977292142,0.06305957371964299
1.4737193021446826,13.99246583021197,0.11851261501388397
1.4791643515946216,14.16620758473915,0.12672650338452385
1.4846094010445605,14.116194566346191,0.1588226741227651
1.4900544504944992,14.150018706727337,0.12585493193712022
1.4954994999444382,14.039537225978345,0.12193472355194858
1.5009445493943772,14.284664983138041,0.13324569928403884
1.506389598844316,14.11828254398036,0.1508221503307512
1.5118346482942548,14.122193422612382,0.13370916006606526
1.5172796977441938,14.158020418202275,0.10970143913564157
1.5227247471941325,14.053175899117793,0.12052002378726648
1.5281697966440715,14.03943642167492,0.10962577352707079
1.5336148460940104,14.164093722741999,0.09359303654955889
1.5390598955439492,14.271899467290384,0.0986506059100705
1.5445049449938881,14.245007221956223,0.10686057487918207
1.549949994443827,14.032781547817,0.10577919150683907
